Kraj,CisloObce,PoradiKand,KandJmeno,KandVek,Hlasy,Procenta,Okres,Kandidatka,Okrsek,URL
1,529303,11,Vančura Václav MVDr.,55,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,12,Klicpera Bohumil Ing.,54,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,13,Hujer Martin Mgr.,39,2,14.28,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,14,Havlíček Tomáš Ing.,50,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,15,Arnoldová Libuše,67,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,16,Schneider Petr Ing.,34,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,17,Šibrava Petr,49,1,7.14,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,18,Vinš Bohumil,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,19,Krupička Josef,53,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,20,Kozáková Jana PhDr.,48,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,21,Protiva Jiří,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,22,Vencovský Josef Ing.,47,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,23,Fürst Zdeněk,58,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,24,Stibal Bohumil,45,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,25,Tvrdík Radek Mgr.,37,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,26,Souček Jiří,62,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,27,Bouček Pavel,41,1,7.14,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,28,Walter Radek,43,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,29,Kubát Luboš,44,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,30,Maroušek Miloslav,57,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,31,Volfová Milena Mgr.,41,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,32,Pakosta Ladislav Ing.,72,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,33,Chvátalová Bohuslava,61,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,34,Semanský Rudolf,40,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,35,Čechová Marcela,47,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,36,Hadraba Petr,63,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,37,Těthalová Marie,43,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,38,Hejný Ladislav,42,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,39,Hrdlic Roman,39,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,40,Šimrová Erna,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,41,Šebek Radislav,58,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,42,Zahradník Jiří Ing.,57,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,43,Petráček Jiří,50,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,44,Chvojka Jiří,45,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,45,Exnerová Alena,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,46,Štěpánek Petr,44,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,47,Nekvasil Václav Ing.,62,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,48,Hrdlička Pavel,35,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,49,Havlíčková Jana Ing.,48,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,50,Hrázký Miroslav,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,51,Ulmanová Eva,50,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,52,Tesařík Ladislav,61,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,53,Čančíková Miluše,42,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,54,Zetek Ivan,47,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,55,Obešlová Viera Ing.,42,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,56,Švarc Jaroslav,65,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,57,Flanderka Miloš,52,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,58,Lomnický Ivan Mgr.,57,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,59,Koukolíček Karel Ing.,69,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,60,Kurhajec Ivo,46,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,61,Fejfar Miroslav,33,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,62,Purkrt Josef Ing.,58,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,63,Toman Pavel,59,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,64,Kurka Pavel,55,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,65,Šolc Vladimír,58,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,66,Záruba Petr MVDr.,51,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,67,Bohuněk Jiří,44,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,68,Jelínek Jiří Ing.,46,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,69,Krauz Vojtěch Ing.,63,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,70,Pšeničková Jana,44,0,0.00,2101,9,12,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=12&xstrana=9
1,529303,1,Jeništa Luděk Mgr.,47,4,18.18,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,2,Holeček Petr,51,2,9.09,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,3,Kovářová Věra Ing.,44,1,4.54,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,4,Lid Miroslav Dr.,59,2,9.09,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,5,Michalik Věslav Ing. CSc.,45,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,6,Pánek Zdeněk Ing.,30,4,18.18,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,7,Bartoš Pavel Ing. MBA,53,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,8,Hložek Jaroslav,53,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,9,Macháček Martin RNDr. CSc.,59,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,10,Linhartová Jitka Ing.,55,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,11,Vančura Václav MVDr.,55,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,12,Klicpera Bohumil Ing.,54,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,13,Hujer Martin Mgr.,39,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,14,Havlíček Tomáš Ing.,50,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,15,Arnoldová Libuše,67,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,16,Schneider Petr Ing.,34,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,17,Šibrava Petr,49,1,4.54,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,18,Vinš Bohumil,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,19,Krupička Josef,53,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,20,Kozáková Jana PhDr.,48,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,21,Protiva Jiří,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,22,Vencovský Josef Ing.,47,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,23,Fürst Zdeněk,58,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,24,Stibal Bohumil,45,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,25,Tvrdík Radek Mgr.,37,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,26,Souček Jiří,62,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,27,Bouček Pavel,41,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,28,Walter Radek,43,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,29,Kubát Luboš,44,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,30,Maroušek Miloslav,57,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,31,Volfová Milena Mgr.,41,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,32,Pakosta Ladislav Ing.,72,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,33,Chvátalová Bohuslava,61,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,34,Semanský Rudolf,40,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,35,Čechová Marcela,47,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,36,Hadraba Petr,63,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,37,Těthalová Marie,43,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,38,Hejný Ladislav,42,1,4.54,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,39,Hrdlic Roman,39,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,40,Šimrová Erna,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,41,Šebek Radislav,58,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,42,Zahradník Jiří Ing.,57,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,43,Petráček Jiří,50,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,44,Chvojka Jiří,45,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,45,Exnerová Alena,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,46,Štěpánek Petr,44,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,47,Nekvasil Václav Ing.,62,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,48,Hrdlička Pavel,35,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,49,Havlíčková Jana Ing.,48,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,50,Hrázký Miroslav,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,51,Ulmanová Eva,50,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,52,Tesařík Ladislav,61,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,53,Čančíková Miluše,42,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,54,Zetek Ivan,47,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,55,Obešlová Viera Ing.,42,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,56,Švarc Jaroslav,65,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,57,Flanderka Miloš,52,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,58,Lomnický Ivan Mgr.,57,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,59,Koukolíček Karel Ing.,69,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,60,Kurhajec Ivo,46,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,61,Fejfar Miroslav,33,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,62,Purkrt Josef Ing.,58,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,63,Toman Pavel,59,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,64,Kurka Pavel,55,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,65,Šolc Vladimír,58,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,66,Záruba Petr MVDr.,51,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,67,Bohuněk Jiří,44,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,68,Jelínek Jiří Ing.,46,1,4.54,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,69,Krauz Vojtěch Ing.,63,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,70,Pšeničková Jana,44,0,0.00,2101,9,13,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=13&xstrana=9
1,529303,1,Jeništa Luděk Mgr.,47,2,10.52,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,2,Holeček Petr,51,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,3,Kovářová Věra Ing.,44,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,4,Lid Miroslav Dr.,59,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,5,Michalik Věslav Ing. CSc.,45,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,6,Pánek Zdeněk Ing.,30,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
1,529303,7,Bartoš Pavel Ing. MBA,53,0,0.00,2101,9,14,http://volby.cz/pls/kz2008/kz351?xjazyk=CZ&xdatum=20081017&xkraj=1&xobec=529303&xokrsek=14&xstrana=9
